index,wnid,imagenet_label,train_count,val_count
958,n07802026,hay,458,50
995,n13044778,earthstar,457,50
830,n04336792,stretcher,456,50
126,n01990800,isopod,455,50
530,n03196217,digital_clock,455,50
541,n03249569,drum,455,50
548,n03290653,entertainment_center,455,50
559,n03376595,folding_chair,455,50
671,n03792782,mountain_bike,455,50
819,n04296562,stage,455,50
829,n04335435,streetcar,455,50
0,n01440764,tench,454,50
60,n01740131,night_snake,454,50
749,n04033901,quill,454,50
394,n02640242,sturgeon,453,50
615,n03623198,knee_pad,453,50
664,n03782006,monitor,453,50
83,n01798484,prairie_chicken,452,50
202,n02098105,soft-coated_wheaten_terrier,452,50
343,n02397096,warthog,452,50
505,n03063689,coffeepot,452,50
659,n03775546,mixing_bowl,452,50
709,n03908618,pencil_box,452,50
352,n02422699,impala,451,50
501,n03045698,cloak,451,50
502,n03047690,clog,451,50
43,n01688243,frilled_lizard,450,50
52,n01728572,thunder_snake,450,50
133,n02011460,bittern,450,50
194,n02096437,Dandie_Dinmont,450,50
198,n02097209,standard_schnauzer,450,50
753,n04040759,radiator,450,50
804,n04254120,soap_dispenser,450,50
260,n02112137,chow,449,50
402,n02676566,acoustic_guitar,449,50
668,n03788195,mosque,449,50
67,n01755581,diamondback,448,50
395,n02641379,gar,448,50
305,n02172182,dung_beetle,447,50
608,n03594734,jean,447,50
792,n04208210,shovel,447,50
810,n04264628,space_bar,447,50
860,n04443257,tobacco_shop,447,50
182,n02093754,Border_terrier,446,50
439,n02817516,bearskin,446,50
477,n02966687,carpenter's_kit,446,50
634,n03697007,lumbermill,446,50
399,n02667093,abaya,445,50
738,n03991062,pot,445,50
959,n07831146,carbonara,445,50
274,n02115913,dhole,444,50
514,n03124043,cowboy_boot,444,50
724,n03947888,pirate,444,50
616,n03627232,knot,443,50
680,n03825788,nipple,443,50
714,n03929660,pick,443,50
719,n03935335,piggy_bank,443,50
754,n04041544,radio,443,50
996,n13052670,hen-of-the-woods,443,50
41,n01685808,whiptail,442,50
98,n01855032,red-breasted_merganser,442,50
176,n02091831,Saluki,442,50
404,n02690373,airliner,442,50
432,n02804610,bassoon,442,50
574,n03445777,golf_ball,442,50
880,n04509417,unicycle,442,50
21,n01608432,kite,441,50
27,n01631663,eft,441,50
197,n02097130,giant_schnauzer,441,50
572,n03443371,goblet,440,50
590,n03485407,hand-held_computer,440,50
68,n01756291,sidewinder,439,50
306,n02174001,rhinoceros_beetle,439,50
339,n02389026,sorrel,439,50
546,n03272010,electric_guitar,439,50
649,n03743016,megalith,439,50
812,n04266014,space_shuttle,439,50
918,n06785654,crossword_puzzle,439,50
103,n01873310,platypus,437,50
164,n02088632,bluetick,437,50
834,n04350905,suit,437,50
478,n02971356,carton,436,50
553,n03337140,file,436,50
535,n03208938,disk_brake,435,50
684,n03840681,ocarina,435,50
593,n03494278,harmonica,434,50
636,n03709823,mailbag,433,50
111,n01930112,nematode,432,50
410,n02727426,apiary,432,50
95,n01843065,jacamar,431,50
465,n02916936,bulletproof_vest,431,50
516,n03125729,cradle,431,50
10,n01530575,brambling,430,50
831,n04344873,studio_couch,429,50
937,n07714990,broccoli,429,50
47,n01694178,African_chameleon,428,50
62,n01744401,rock_python,428,50
80,n01795545,black_grouse,428,50
181,n02093647,Bedlington_terrier,427,50
228,n02105505,komondor,427,50
587,n03481172,hammer,427,50
607,n03590841,jack-o'-lantern,427,50
446,n02840245,binder,426,50
763,n04086273,revolver,426,50
868,n04476259,tray,426,50
392,n02606052,rock_beauty,424,50
726,n03954731,plane,424,50
503,n03062245,cocktail_shaker,422,50
585,n03476991,hair_spray,422,50
147,n02066245,grey_whale,421,50
171,n02091032,Italian_greyhound,421,50
417,n02782093,balloon,421,50
740,n03995372,power_drill,421,50
881,n04515003,upright,421,50
855,n04423845,thimble,418,50
602,n03535780,horizontal_bar,417,50
689,n03866082,overskirt,417,50
746,n04019541,puck,417,50
632,n03691459,loudspeaker,416,50
699,n03884397,panpipe,416,50
229,n02105641,Old_English_sheepdog,413,50
230,n02105855,Shetland_sheepdog,412,50
254,n02110958,pug,412,50
216,n02101556,clumber,411,50
245,n02108915,French_bulldog,411,50
153,n02085936,Maltese_dog,410,50
189,n02095570,Lakeland_terrier,407,50
170,n02090721,Irish_wolfhound,401,50
201,n02097658,silky_terrier,401,50
257,n02111500,Great_Pyrenees,399,50
195,n02096585,Boston_bull,397,50
199,n02097298,Scotch_terrier,396,50
160,n02088094,Afghan_hound,393,50
204,n02098413,Lhasa,391,50
172,n02091134,whippet,387,50
183,n02093859,Kerry_blue_terrier,381,50
167,n02089973,English_foxhound,374,50
225,n02105162,malinois,363,50
190,n02095889,Sealyham_terrier,361,50
175,n02091635,otterhound,360,50
261,n02112350,keeshond,358,50
268,n02113978,Mexican_hairless,353,50
265,n02113624,toy_poodle,350,50
223,n02104365,schipperke,349,50
221,n02102973,Irish_water_spaniel,344,50
163,n02088466,bloodhound,343,50
220,n02102480,Sussex_spaniel,341,50
241,n02108000,EntleBucher,338,50
152,n02085782,Japanese_spaniel,333,50
169,n02090622,borzoi,302,50
196,n02097047,miniature_schnauzer,299,50
165,n02089078,black-and-tan_coonhound,296,50
226,n02105251,briard,294,50
158,n02087046,toy_terrier,263,50
252,n02110627,affenpinscher,250,50
