level,node_name,parent_name,class_count,train_count,val_count,path
8,wallet,case,1,497,50,entity > physical entity > object > whole > artifact > instrumentality > container > case > wallet
8,soap dispenser,dispenser,1,450,50,entity > physical entity > object > whole > artifact > instrumentality > container > dispenser > soap dispenser
8,beer glass,glass,1,582,50,entity > physical entity > object > whole > artifact > instrumentality > container > glass > beer glass
8,goblet,glass,1,440,50,entity > physical entity > object > whole > artifact > instrumentality > container > glass > goblet
8,measuring cup,measure,1,503,50,entity > physical entity > object > whole > artifact > instrumentality > container > measure > measuring cup
8,packet,package,1,599,50,entity > physical entity > object > whole > artifact > instrumentality > container > package > packet
8,tray,receptacle,1,426,50,entity > physical entity > object > whole > artifact > instrumentality > container > receptacle > tray
8,piggy bank,savings bank,1,443,50,entity > physical entity > object > whole > artifact > instrumentality > container > savings bank > piggy bank
8,cocktail shaker,shaker,1,422,50,entity > physical entity > object > whole > artifact > instrumentality > container > shaker > cocktail shaker
8,saltshaker,shaker,1,521,50,entity > physical entity > object > whole > artifact > instrumentality > container > shaker > saltshaker
8,barrel,vessel,1,565,50,entity > physical entity > object > whole > artifact > instrumentality > container > vessel > barrel
8,basin,vessel,1,596,50,entity > physical entity > object > whole > artifact > instrumentality > container > vessel > basin
8,bathtub,vessel,1,661,50,entity > physical entity > object > whole > artifact > instrumentality > container > vessel > bathtub
8,bottle,vessel,7,3799,350,entity > physical entity > object > whole > artifact > instrumentality > container > vessel > bottle
8,bucket,vessel,1,650,50,entity > physical entity > object > whole > artifact > instrumentality > container > vessel > bucket
8,drinking vessel,vessel,1,487,50,entity > physical entity > object > whole > artifact > instrumentality > container > vessel > drinking vessel
8,jar,vessel,2,1191,100,entity > physical entity > object > whole > artifact > instrumentality > container > vessel > jar
8,ladle,vessel,1,479,50,entity > physical entity > object > whole > artifact > instrumentality > container > vessel > ladle
8,mortar,vessel,1,601,50,entity > physical entity > object > whole > artifact > instrumentality > container > vessel > mortar
8,pitcher,vessel,1,580,50,entity > physical entity > object > whole > artifact > instrumentality > container > vessel > pitcher
8,tank,vessel,2,1233,100,entity > physical entity > object > whole > artifact > instrumentality > container > vessel > tank
8,tub,vessel,1,525,50,entity > physical entity > object > whole > artifact > instrumentality > container > vessel > tub
8,stretcher,litter,1,456,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > litter > stretcher
8,bus,public transport,3,1737,150,entity > physical entity > object > whole > artifact > instrumentality > conveyance > public transport > bus
8,train,public transport,1,589,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > public transport > train
8,craft,vehicle,20,10258,1000,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > craft
8,military vehicle,vehicle,1,551,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > military vehicle
8,rocket,vehicle,1,493,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > rocket
8,sled,vehicle,2,969,100,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > sled
8,wheeled vehicle,vehicle,43,23727,2150,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle
8,whistle,acoustic device,1,510,50,entity > physical entity > object > whole > artifact > instrumentality > device > acoustic device > whistle
8,wing,airfoil,1,489,50,entity > physical entity > object > whole > artifact > instrumentality > device > airfoil > wing
8,hand blower,blower,1,552,50,entity > physical entity > object > whole > artifact > instrumentality > device > blower > hand blower
8,oxygen mask,breathing device,1,642,50,entity > physical entity > object > whole > artifact > instrumentality > device > breathing device > oxygen mask
8,snorkel,breathing device,1,556,50,entity > physical entity > object > whole > artifact > instrumentality > device > breathing device > snorkel
8,transducer,electrical device,2,961,100,entity > physical entity > object > whole > artifact > instrumentality > device > electrical device > transducer
8,display,electronic device,1,603,50,entity > physical entity > object > whole > artifact > instrumentality > device > electronic device > display
8,mouse,electronic device,1,495,50,entity > physical entity > object > whole > artifact > instrumentality > device > electronic device > mouse
8,electric fan,fan,1,509,50,entity > physical entity > object > whole > artifact > instrumentality > device > fan > electric fan
8,oil filter,filter,1,491,50,entity > physical entity > object > whole > artifact > instrumentality > device > filter > oil filter
8,strainer,filter,1,469,50,entity > physical entity > object > whole > artifact > instrumentality > device > filter > strainer
8,space heater,heater,1,605,50,entity > physical entity > object > whole > artifact > instrumentality > device > heater > space heater
8,stove,heater,1,1196,50,entity > physical entity > object > whole > artifact > instrumentality > device > heater > stove
8,instrument of execution,instrument,1,535,50,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > instrument of execution
8,measuring instrument,instrument,12,6175,600,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > measuring instrument
8,medical instrument,instrument,2,1124,100,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > medical instrument
8,navigational instrument,instrument,1,578,50,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > navigational instrument
8,optical instrument,instrument,3,1741,150,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > optical instrument
8,scientific instrument,instrument,2,1119,100,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > scientific instrument
8,weapon,instrument,6,3405,300,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > weapon
8,computer keyboard,keyboard,1,679,50,entity > physical entity > object > whole > artifact > instrumentality > device > keyboard > computer keyboard
8,typewriter keyboard,keyboard,1,523,50,entity > physical entity > object > whole > artifact > instrumentality > device > keyboard > typewriter keyboard
8,crane,lifting device,1,649,50,entity > physical entity > object > whole > artifact > instrumentality > device > lifting device > crane
8,calculator,machine,1,666,50,entity > physical entity > object > whole > artifact > instrumentality > device > machine > calculator
8,cash machine,machine,1,577,50,entity > physical entity > object > whole > artifact > instrumentality > device > machine > cash machine
8,computer,machine,6,2994,300,entity > physical entity > object > whole > artifact > instrumentality > device > machine > computer
8,farm machine,machine,2,1181,100,entity > physical entity > object > whole > artifact > instrumentality > device > machine > farm machine
8,power tool,machine,2,960,100,entity > physical entity > object > whole > artifact > instrumentality > device > machine > power tool
8,slot machine,machine,2,1288,100,entity > physical entity > object > whole > artifact > instrumentality > device > machine > slot machine
8,control,mechanism,2,965,100,entity > physical entity > object > whole > artifact > instrumentality > device > mechanism > control
8,mechanical device,mechanism,9,5248,450,entity > physical entity > object > whole > artifact > instrumentality > device > mechanism > mechanical device
8,radiator,mechanism,1,450,50,entity > physical entity > object > whole > artifact > instrumentality > device > mechanism > radiator
8,magnetic disk,memory device,1,545,50,entity > physical entity > object > whole > artifact > instrumentality > device > memory device > magnetic disk
8,keyboard instrument,musical instrument,3,1588,150,entity > physical entity > object > whole > artifact > instrumentality > device > musical instrument > keyboard instrument
8,percussion instrument,musical instrument,6,2964,300,entity > physical entity > object > whole > artifact > instrumentality > device > musical instrument > percussion instrument
8,stringed instrument,musical instrument,6,2921,300,entity > physical entity > object > whole > artifact > instrumentality > device > musical instrument > stringed instrument
8,wind instrument,musical instrument,11,5365,550,entity > physical entity > object > whole > artifact > instrumentality > device > musical instrument > wind instrument
8,lens,optical device,1,522,50,entity > physical entity > object > whole > artifact > instrumentality > device > optical device > lens
8,mirror,reflector,1,547,50,entity > physical entity > object > whole > artifact > instrumentality > device > reflector > mirror
8,solar dish,reflector,1,622,50,entity > physical entity > object > whole > artifact > instrumentality > device > reflector > solar dish
8,brake,restraint,1,435,50,entity > physical entity > object > whole > artifact > instrumentality > device > restraint > brake
8,fastener,restraint,8,4404,400,entity > physical entity > object > whole > artifact > instrumentality > device > restraint > fastener
8,muzzle,restraint,1,611,50,entity > physical entity > object > whole > artifact > instrumentality > device > restraint > muzzle
8,ski,runner,1,488,50,entity > physical entity > object > whole > artifact > instrumentality > device > runner > ski
8,lamp,source of illumination,3,1660,150,entity > physical entity > object > whole > artifact > instrumentality > device > source of illumination > lamp
8,light,source of illumination,1,687,50,entity > physical entity > object > whole > artifact > instrumentality > device > source of illumination > light
8,brace,support,1,629,50,entity > physical entity > object > whole > artifact > instrumentality > device > support > brace
8,pier,support,1,469,50,entity > physical entity > object > whole > artifact > instrumentality > device > support > pier
8,rack,support,1,472,50,entity > physical entity > object > whole > artifact > instrumentality > device > support > rack
8,structural member,support,1,674,50,entity > physical entity > object > whole > artifact > instrumentality > device > support > structural member
8,mousetrap,trap,1,498,50,entity > physical entity > object > whole > artifact > instrumentality > device > trap > mousetrap
8,web,trap,1,688,50,entity > physical entity > object > whole > artifact > instrumentality > device > trap > web
8,duplicator,apparatus,1,458,50,entity > physical entity > object > whole > artifact > instrumentality > equipment > apparatus > duplicator
8,CD player,electronic equipment,1,568,50,entity > physical entity > object > whole > artifact > instrumentality > equipment > electronic equipment > CD player
8,audio system,electronic equipment,1,605,50,entity > physical entity > object > whole > artifact > instrumentality > equipment > electronic equipment > audio system
8,cassette player,electronic equipment,1,470,50,entity > physical entity > object > whole > artifact > instrumentality > equipment > electronic equipment > cassette player
8,modem,electronic equipment,1,493,50,entity > physical entity > object > whole > artifact > instrumentality > equipment > electronic equipment > modem
8,monitor,electronic equipment,1,453,50,entity > physical entity > object > whole > artifact > instrumentality > equipment > electronic equipment > monitor
8,oscilloscope,electronic equipment,1,474,50,entity > physical entity > object > whole > artifact > instrumentality > equipment > electronic equipment > oscilloscope
8,peripheral,electronic equipment,1,497,50,entity > physical entity > object > whole > artifact > instrumentality > equipment > electronic equipment > peripheral
8,tape player,electronic equipment,1,518,50,entity > physical entity > object > whole > artifact > instrumentality > equipment > electronic equipment > tape player
8,telephone,electronic equipment,3,2252,150,entity > physical entity > object > whole > artifact > instrumentality > equipment > electronic equipment > telephone
8,ball,game equipment,10,5776,500,entity > physical entity > object > whole > artifact > instrumentality > equipment > game equipment > ball
8,game,game equipment,2,976,100,entity > physical entity > object > whole > artifact > instrumentality > equipment > game equipment > game
8,kit,gear,1,446,50,entity > physical entity > object > whole > artifact > instrumentality > equipment > gear > kit
8,rig,gear,1,459,50,entity > physical entity > object > whole > artifact > instrumentality > equipment > gear > rig
8,camera,photographic equipment,2,1052,100,entity > physical entity > object > whole > artifact > instrumentality > equipment > photographic equipment > camera
8,parachute,rescue equipment,1,531,50,entity > physical entity > object > whole > artifact > instrumentality > equipment > rescue equipment > parachute
8,gymnastic apparatus,sports equipment,3,1448,150,entity > physical entity > object > whole > artifact > instrumentality > equipment > sports equipment > gymnastic apparatus
8,weight,sports equipment,2,1165,100,entity > physical entity > object > whole > artifact > instrumentality > equipment > sports equipment > weight
8,baby bed,furniture,3,1461,150,entity > physical entity > object > whole > artifact > instrumentality > furnishing > furniture > baby bed
8,bedroom furniture,furniture,1,493,50,entity > physical entity > object > whole > artifact > instrumentality > furnishing > furniture > bedroom furniture
8,bookcase,furniture,1,479,50,entity > physical entity > object > whole > artifact > instrumentality > furnishing > furniture > bookcase
8,cabinet,furniture,2,1054,100,entity > physical entity > object > whole > artifact > instrumentality > furnishing > furniture > cabinet
8,chest of drawers,furniture,1,510,50,entity > physical entity > object > whole > artifact > instrumentality > furnishing > furniture > chest of drawers
8,lamp,furniture,1,490,50,entity > physical entity > object > whole > artifact > instrumentality > furnishing > furniture > lamp
8,office furniture,furniture,1,436,50,entity > physical entity > object > whole > artifact > instrumentality > furnishing > furniture > office furniture
8,seat,furniture,7,3585,350,entity > physical entity > object > whole > artifact > instrumentality > furnishing > furniture > seat
8,table,furniture,3,1830,150,entity > physical entity > object > whole > artifact > instrumentality > furnishing > furniture > table
8,wall unit,furniture,1,455,50,entity > physical entity > object > whole > artifact > instrumentality > furnishing > furniture > wall unit
8,wardrobe,furniture,1,483,50,entity > physical entity > object > whole > artifact > instrumentality > furnishing > furniture > wardrobe
8,lever,bar,1,447,50,entity > physical entity > object > whole > artifact > instrumentality > implement > bar > lever
8,paintbrush,brush,1,533,50,entity > physical entity > object > whole > artifact > instrumentality > implement > brush > paintbrush
8,broom,cleaning implement,1,689,50,entity > physical entity > object > whole > artifact > instrumentality > implement > cleaning implement > broom
8,swab,cleaning implement,1,525,50,entity > physical entity > object > whole > artifact > instrumentality > implement > cleaning implement > swab
8,rubber eraser,eraser,1,535,50,entity > physical entity > object > whole > artifact > instrumentality > implement > eraser > rubber eraser
8,paddle,oar,1,574,50,entity > physical entity > object > whole > artifact > instrumentality > implement > oar > paddle
8,pole,rod,1,608,50,entity > physical entity > object > whole > artifact > instrumentality > implement > rod > pole
8,pencil sharpener,sharpener,1,527,50,entity > physical entity > object > whole > artifact > instrumentality > implement > sharpener > pencil sharpener
8,racket,sports implement,1,477,50,entity > physical entity > object > whole > artifact > instrumentality > implement > sports implement > racket
8,drumstick,stick,1,635,50,entity > physical entity > object > whole > artifact > instrumentality > implement > stick > drumstick
8,matchstick,stick,1,468,50,entity > physical entity > object > whole > artifact > instrumentality > implement > stick > matchstick
8,spindle,stick,1,485,50,entity > physical entity > object > whole > artifact > instrumentality > implement > stick > spindle
8,staff,stick,2,1087,100,entity > physical entity > object > whole > artifact > instrumentality > implement > stick > staff
8,cutting implement,tool,4,1856,200,entity > physical entity > object > whole > artifact > instrumentality > implement > tool > cutting implement
8,garden tool,tool,1,574,50,entity > physical entity > object > whole > artifact > instrumentality > implement > tool > garden tool
8,hand tool,tool,6,2941,300,entity > physical entity > object > whole > artifact > instrumentality > implement > tool > hand tool
8,plow,tool,1,562,50,entity > physical entity > object > whole > artifact > instrumentality > implement > tool > plow
8,kitchen utensil,utensil,7,3852,350,entity > physical entity > object > whole > artifact > instrumentality > implement > utensil > kitchen utensil
8,pen,writing implement,3,1477,150,entity > physical entity > object > whole > artifact > instrumentality > implement > writing implement > pen
8,press,print media,1,585,50,entity > physical entity > object > whole > artifact > instrumentality > medium > print media > press
8,radio,communication system,1,443,50,entity > physical entity > object > whole > artifact > instrumentality > system > communication system > radio
8,telecommunication system,communication system,1,544,50,entity > physical entity > object > whole > artifact > instrumentality > system > communication system > telecommunication system
8,makeup,cosmetic,1,461,50,entity > physical entity > object > whole > artifact > instrumentality > toiletry > cosmetic > makeup
8,sunscreen,cream,1,511,50,entity > physical entity > object > whole > artifact > instrumentality > toiletry > cream > sunscreen
8,face powder,powder,1,494,50,entity > physical entity > object > whole > artifact > instrumentality > toiletry > powder > face powder
8,puck,disk,1,417,50,entity > physical entity > object > whole > artifact > sheet > plate > disk > puck
8,barn,farm building,1,594,50,entity > physical entity > object > whole > artifact > structure > building > farm building > barn
8,shed,outbuilding,2,994,100,entity > physical entity > object > whole > artifact > structure > building > outbuilding > shed
8,church,place of worship,1,538,50,entity > physical entity > object > whole > artifact > structure > building > place of worship > church
8,mosque,place of worship,1,449,50,entity > physical entity > object > whole > artifact > structure > building > place of worship > mosque
8,shrine,place of worship,1,598,50,entity > physical entity > object > whole > artifact > structure > building > place of worship > shrine
8,cinema,theater,1,537,50,entity > physical entity > object > whole > artifact > structure > building > theater > cinema
8,home theater,theater,1,504,50,entity > physical entity > object > whole > artifact > structure > building > theater > home theater
8,factory,plant,1,446,50,entity > physical entity > object > whole > artifact > structure > building complex > plant > factory
8,castle,fortification,1,532,50,entity > physical entity > object > whole > artifact > structure > defensive structure > fortification > castle
8,penal institution,institution,1,517,50,entity > physical entity > object > whole > artifact > structure > establishment > institution > penal institution
8,mercantile establishment,place of business,8,4477,400,entity > physical entity > object > whole > artifact > structure > establishment > place of business > mercantile establishment
8,cliff dwelling,dwelling,1,610,50,entity > physical entity > object > whole > artifact > structure > housing > dwelling > cliff dwelling
8,house,dwelling,2,1146,100,entity > physical entity > object > whole > artifact > structure > housing > dwelling > house
8,yurt,dwelling,1,651,50,entity > physical entity > object > whole > artifact > structure > housing > dwelling > yurt
8,bannister,barrier,1,652,50,entity > physical entity > object > whole > artifact > structure > obstruction > barrier > bannister
8,breakwater,barrier,1,508,50,entity > physical entity > object > whole > artifact > structure > obstruction > barrier > breakwater
8,dam,barrier,1,601,50,entity > physical entity > object > whole > artifact > structure > obstruction > barrier > dam
8,fence,barrier,4,2422,200,entity > physical entity > object > whole > artifact > structure > obstruction > barrier > fence
8,grate,barrier,1,545,50,entity > physical entity > object > whole > artifact > structure > obstruction > barrier > grate
8,movable barrier,barrier,2,1088,100,entity > physical entity > object > whole > artifact > structure > obstruction > barrier > movable barrier
8,mountain tent,tent,1,715,50,entity > physical entity > object > whole > artifact > structure > shelter > tent > mountain tent
8,honeycomb,framework,1,546,50,entity > physical entity > object > whole > artifact > structure > supporting structure > framework > honeycomb
8,rack,framework,1,513,50,entity > physical entity > object > whole > artifact > structure > supporting structure > framework > rack
8,pedestal,support,1,583,50,entity > physical entity > object > whole > artifact > structure > supporting structure > support > pedestal
8,stage,platform,1,455,50,entity > physical entity > object > whole > artifact > surface > horizontal surface > platform > stage
8,vertebrate,chordate,330,179341,16500,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate
8,game bird,game,7,3398,350,entity > physical entity > object > whole > living thing > organism > animal > game > game bird
8,arthropod,invertebrate,47,27467,2350,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod
8,coelenterate,invertebrate,3,1787,150,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > coelenterate
8,echinoderm,invertebrate,3,1678,150,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > echinoderm
8,mollusk,invertebrate,6,3466,300,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > mollusk
8,worm,invertebrate,2,923,100,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > worm
8,agaric,basidiomycete,1,623,50,entity > physical entity > object > whole > living thing > organism > fungus > basidiomycete > agaric
8,athlete,contestant,1,569,50,entity > physical entity > object > whole > living thing > organism > person > contestant > athlete
8,diver,explorer,1,473,50,entity > physical entity > object > whole > living thing > organism > person > explorer > diver
8,associate,peer,1,583,50,entity > physical entity > object > whole > living thing > organism > person > peer > associate
8,spermatophyte,vascular plant,2,976,100,entity > physical entity > object > whole > living thing > organism > plant > vascular plant > spermatophyte
8,fruit,reproductive structure,6,3195,300,entity > physical entity > object > whole > natural object > plant part > plant organ > reproductive structure > fruit
9,Granny Smith,eating apple,1,515,50,entity > physical entity > matter > solid > food > produce > edible fruit > apple > eating apple > Granny Smith
9,head cabbage,cabbage,1,646,50,entity > physical entity > matter > solid > food > produce > vegetable > cruciferous vegetable > cabbage > head cabbage
9,mashed potato,potato,1,661,50,entity > physical entity > matter > solid > food > produce > vegetable > root vegetable > potato > mashed potato
9,sweet pepper,pepper,1,568,50,entity > physical entity > matter > solid > food > produce > vegetable > solanaceous vegetable > pepper > sweet pepper
9,spaghetti squash,summer squash,1,559,50,entity > physical entity > matter > solid > food > produce > vegetable > squash > summer squash > spaghetti squash
9,zucchini,summer squash,1,517,50,entity > physical entity > matter > solid > food > produce > vegetable > squash > summer squash > zucchini
9,acorn squash,winter squash,1,583,50,entity > physical entity > matter > solid > food > produce > vegetable > squash > winter squash > acorn squash
9,butternut squash,winter squash,1,492,50,entity > physical entity > matter > solid > food > produce > vegetable > squash > winter squash > butternut squash
9,cup,punch,1,511,50,entity > physical entity > matter > substance > food > beverage > alcohol > mixed drink > punch > cup
9,eggnog,punch,1,528,50,entity > physical entity > matter > substance > food > beverage > alcohol > mixed drink > punch > eggnog
9,dip,condiment,1,569,50,entity > physical entity > matter > substance > food > foodstuff > ingredient > flavorer > condiment > dip
9,sauce,condiment,2,1163,100,entity > physical entity > matter > substance > food > foodstuff > ingredient > flavorer > condiment > sauce
9,ice cream,frozen dessert,1,563,50,entity > physical entity > matter > substance > food > nutriment > course > dessert > frozen dessert > ice cream
9,ice lolly,frozen dessert,1,622,50,entity > physical entity > matter > substance > food > nutriment > course > dessert > frozen dessert > ice lolly
9,trifle,pudding,1,558,50,entity > physical entity > matter > substance > food > nutriment > course > dessert > pudding > trifle
9,hamburger,sandwich,1,479,50,entity > physical entity > matter > substance > food > nutriment > dish > snack food > sandwich > hamburger
9,hotdog,sandwich,1,533,50,entity > physical entity > matter > substance > food > nutriment > dish > snack food > sandwich > hotdog
9,dish,crockery,3,1472,150,entity > physical entity > object > whole > artifact > article > ware > tableware > crockery > dish
9,spoon,cutlery,1,577,50,entity > physical entity > object > whole > artifact > article > ware > tableware > cutlery > spoon
9,home appliance,appliance,12,6379,600,entity > physical entity > object > whole > artifact > commodity > consumer goods > durables > appliance > home appliance
9,adhesive bandage,bandage,1,494,50,entity > physical entity > object > whole > artifact > covering > cloth covering > dressing > bandage > adhesive bandage
9,safety belt,belt,1,549,50,entity > physical entity > object > whole > artifact > covering > clothing > accessory > belt > safety belt
9,wig,hairpiece,1,497,50,entity > physical entity > object > whole > artifact > covering > clothing > attire > hairpiece > wig
9,sock,hosiery,1,684,50,entity > physical entity > object > whole > artifact > covering > clothing > footwear > hosiery > sock
9,stocking,hosiery,1,582,50,entity > physical entity > object > whole > artifact > covering > clothing > footwear > hosiery > stocking
9,tights,hosiery,1,463,50,entity > physical entity > object > whole > artifact > covering > clothing > footwear > hosiery > tights
9,necktie,neckwear,3,1593,150,entity > physical entity > object > whole > artifact > covering > clothing > garment > neckwear > necktie
9,cloak,overgarment,1,624,50,entity > physical entity > object > whole > artifact > covering > clothing > garment > overgarment > cloak
9,coat,overgarment,3,1619,150,entity > physical entity > object > whole > artifact > covering > clothing > garment > overgarment > coat
9,abaya,robe,1,445,50,entity > physical entity > object > whole > artifact > covering > clothing > garment > robe > abaya
9,kimono,robe,1,555,50,entity > physical entity > object > whole > artifact > covering > clothing > garment > robe > kimono
9,feather boa,scarf,1,535,50,entity > physical entity > object > whole > artifact > covering > clothing > garment > scarf > feather boa
9,stole,scarf,1,599,50,entity > physical entity > object > whole > artifact > covering > clothing > garment > scarf > stole
9,jersey,shirt,1,463,50,entity > physical entity > object > whole > artifact > covering > clothing > garment > shirt > jersey
9,hoopskirt,skirt,1,461,50,entity > physical entity > object > whole > artifact > covering > clothing > garment > skirt > hoopskirt
9,miniskirt,skirt,1,632,50,entity > physical entity > object > whole > artifact > covering > clothing > garment > skirt > miniskirt
9,overskirt,skirt,1,417,50,entity > physical entity > object > whole > artifact > covering > clothing > garment > skirt > overskirt
9,sarong,skirt,1,517,50,entity > physical entity > object > whole > artifact > covering > clothing > garment > skirt > sarong
9,cardigan,sweater,1,665,50,entity > physical entity > object > whole > artifact > covering > clothing > garment > sweater > cardigan
9,pullover,sweater,1,467,50,entity > physical entity > object > whole > artifact > covering > clothing > garment > sweater > pullover
9,bikini,swimsuit,1,581,50,entity > physical entity > object > whole > artifact > covering > clothing > garment > swimsuit > bikini
9,maillot,swimsuit,1,531,50,entity > physical entity > object > whole > artifact > covering > clothing > garment > swimsuit > maillot
9,swimming trunks,swimsuit,1,594,50,entity > physical entity > object > whole > artifact > covering > clothing > garment > swimsuit > swimming trunks
9,jean,trouser,1,447,50,entity > physical entity > object > whole > artifact > covering > clothing > garment > trouser > jean
9,brassiere,undergarment,1,487,50,entity > physical entity > object > whole > artifact > covering > clothing > garment > undergarment > brassiere
9,bulletproof vest,vest,1,431,50,entity > physical entity > object > whole > artifact > covering > clothing > garment > vest > bulletproof vest
9,mitten,glove,1,508,50,entity > physical entity > object > whole > artifact > covering > clothing > handwear > glove > mitten
9,bathing cap,cap,1,485,50,entity > physical entity > object > whole > artifact > covering > clothing > headdress > cap > bathing cap
9,mortarboard,cap,1,501,50,entity > physical entity > object > whole > artifact > covering > clothing > headdress > cap > mortarboard
9,shower cap,cap,1,853,50,entity > physical entity > object > whole > artifact > covering > clothing > headdress > cap > shower cap
9,bearskin,hat,1,446,50,entity > physical entity > object > whole > artifact > covering > clothing > headdress > hat > bearskin
9,bonnet,hat,1,613,50,entity > physical entity > object > whole > artifact > covering > clothing > headdress > hat > bonnet
9,cowboy hat,hat,1,529,50,entity > physical entity > object > whole > artifact > covering > clothing > headdress > hat > cowboy hat
9,sombrero,hat,1,583,50,entity > physical entity > object > whole > artifact > covering > clothing > headdress > hat > sombrero
9,crash helmet,helmet,1,588,50,entity > physical entity > object > whole > artifact > covering > clothing > headdress > helmet > crash helmet
9,football helmet,helmet,1,509,50,entity > physical entity > object > whole > artifact > covering > clothing > headdress > helmet > football helmet
9,academic gown,gown,1,571,50,entity > physical entity > object > whole > artifact > covering > clothing > outerwear > gown > academic gown
9,vestment,gown,1,587,50,entity > physical entity > object > whole > artifact > covering > clothing > outerwear > gown > vestment
9,gown,dress,1,489,50,entity > physical entity > object > whole > artifact > covering > clothing > woman's clothing > dress > gown
9,chain mail,body armor,1,558,50,entity > physical entity > object > whole > artifact > covering > protective covering > armor > body armor > chain mail
9,cuirass,body armor,1,465,50,entity > physical entity > object > whole > artifact > covering > protective covering > armor > body armor > cuirass
9,shower curtain,curtain,1,554,50,entity > physical entity > object > whole > artifact > covering > protective covering > blind > curtain > shower curtain
9,theater curtain,curtain,1,460,50,entity > physical entity > object > whole > artifact > covering > protective covering > blind > curtain > theater curtain
9,window shade,window blind,1,535,50,entity > physical entity > object > whole > artifact > covering > protective covering > blind > window blind > window shade
9,ski mask,face mask,1,514,50,entity > physical entity > object > whole > artifact > covering > protective covering > mask > face mask > ski mask
9,umbrella,canopy,1,573,50,entity > physical entity > object > whole > artifact > covering > protective covering > shelter > canopy > umbrella
9,armor plate,plate,2,1002,100,entity > physical entity > object > whole > artifact > covering > protective covering > shield > plate > armor plate
9,chain,ligament,1,676,50,entity > physical entity > object > whole > artifact > instrumentality > connection > attachment > ligament > chain
9,safe,strongbox,1,467,50,entity > physical entity > object > whole > artifact > instrumentality > container > box > strongbox > safe
9,washbasin,basin,1,596,50,entity > physical entity > object > whole > artifact > instrumentality > container > vessel > basin > washbasin
9,beer bottle,bottle,1,603,50,entity > physical entity > object > whole > artifact > instrumentality > container > vessel > bottle > beer bottle
9,jug,bottle,2,1069,100,entity > physical entity > object > whole > artifact > instrumentality > container > vessel > bottle > jug
9,pill bottle,bottle,1,595,50,entity > physical entity > object > whole > artifact > instrumentality > container > vessel > bottle > pill bottle
9,pop bottle,bottle,1,563,50,entity > physical entity > object > whole > artifact > instrumentality > container > vessel > bottle > pop bottle
9,water bottle,bottle,1,467,50,entity > physical entity > object > whole > artifact > instrumentality > container > vessel > bottle > water bottle
9,wine bottle,bottle,1,502,50,entity > physical entity > object > whole > artifact > instrumentality > container > vessel > bottle > wine bottle
9,mug,drinking vessel,1,487,50,entity > physical entity > object > whole > artifact > instrumentality > container > vessel > drinking vessel > mug
9,beaker,jar,1,650,50,entity > physical entity > object > whole > artifact > instrumentality > container > vessel > jar > beaker
9,vase,jar,1,541,50,entity > physical entity > object > whole > artifact > instrumentality > container > vessel > jar > vase
9,reservoir,tank,2,1233,100,entity > physical entity > object > whole > artifact > instrumentality > container > vessel > tank > reservoir
9,minibus,bus,1,508,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > public transport > bus > minibus
9,school bus,bus,1,571,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > public transport > bus > school bus
9,trolleybus,bus,1,658,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > public transport > bus > trolleybus
9,passenger train,train,1,589,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > public transport > train > passenger train
9,aircraft,craft,4,1910,200,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > craft > aircraft
9,spacecraft,craft,1,439,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > craft > spacecraft
9,vessel,craft,15,7909,750,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > craft > vessel
9,tank,military vehicle,1,551,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > military vehicle > tank
9,missile,rocket,1,493,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > rocket > missile
9,bobsled,sled,1,485,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > sled > bobsled
9,dogsled,sled,1,484,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > sled > dogsled
